Name,upload_date,category,view_count,like_count,dislike_count,frames,number_shots,dark_perc_std,dark_perc_mean,saturated_perc_std,saturated_perc_mean,red_perc_std,red_perc_mean,white_perc_std,white_perc_mean,tags
GLOWING UP FOR 2019 (i exercised for this pls watch)-It6sVQRZ62Y,20190103,Howto & Style,2263126,111274,603,20921,593,69.2863821,108.730384,4.061582617,0.968331297,86.51709048,30.74757159,83.88096781,171.4897463,"glo up challenge, glow up challenge, trying to glow up in 48 hours, trying to glo up in 24 hours, trying to glow up in a week, ugly to less ugly transformation, 3 to 10 transformation, glowing up in a day, glowing up in 24 hours, glowing up in a week, glowing up in 2 days, glowing up in 3 days, glowing up for 2019, glowing up for the new year, workout routine, butt workout, what i eat in a day, what i eat in a day healthy, new years resolution 2019, working out, gym"
Going Platinum From Brown At Home Tutorial + Vlog-PNe780zSw3Y,20161025,Howto & Style,84871,1560,26,17996,326,43.99596281,141.9396818,4.859964861,1.039240788,6.502671984,3.671477507,27.68051908,115.4568705,"going platinum from brown, going platinum hair, going platinum at home, going platinum in one day, how to go platinum at home, how to go platinum hair, bleach hair at home, platinum hair tutorial, platinum hair at home, how to get platinum blonde hair, how to go platinum, how to dye your hair platinum white, how to dye your hair platinum, how to dye your hair white, how to dye your hair platinum at home, brown to platinum hair, dark to platinum hair"
GOODWILL TRY ON THRIFT HAUL (DIY's + 90's finds)-MAnD_Ww2EUw,20171221,Howto & Style,390845,13782,100,22634,256,34.18374172,39.50171455,5.741694884,1.180097882,5.288853896,2.789336903,41.38163941,293.0968531,"thrift haul, thrift haul 2017, winter thrift haul, try on thrift haul, try on thrift haul 2017, cheap thrift haul, thrift store finds, thrift store shopping, thrifting try on haul, thrift haul goodwill, goodwill haul, thrifting haul and try on, thrift diy, thrift haul for resale, thrift haul for poshmark, thrift haul winter, holiday thrift haul, thrift haul winter 2018, thrift haul winter 2017, thrift haul try on 2017, thrifted transformation"
High School Outfits of the Week _ Winter to Spring Transition-0Wzk-2BW9jk,20160401,Howto & Style,22065,562,4,8634,76,6.331499689,16.79522234,15.42695673,37.1247765,16.5337341,35.01438813,22.4932365,24.70738709,"outfits of the week, high school outfits of teh week, spring outfit ideas, outfit inspiration, outfits of the week high school, outfits of the week school, spring school outfits, winter to spring transition outfits, winter to spring transition 2016, outfits of the week 2016, outfits of the week for school, outfits of the week summer, outfits of the week march, outfits of the week april, outfits of the week college, winter to spring outfits, march ootw, high school ootw"
HOLIDAY OUTFIT IDEAS _ winter lookbook 2017-VOh4hXpOYKU,20171122,Howto & Style,168551,5849,62,12977,201,34.37973048,40.6891466,0.406032752,0.117747379,1.837324492,0.904870187,70.11840773,292.3584243,"holiday outfits, holiday outfit ideas, holiday outfits 2017, holiday outfit lookbook, holiday outfit diary, new years outfits, christmas outfits, winter outfit ideas, winter outfits, winter outfits 2017, winter outfit lookbook, winter lookbook, winter lookook 2017, winter lookook for school, winter outfit ideas for teenages, festive outfits, what to wear for thanksgiving, thanksgiving outfit ideas, thanksgiving outfits, thrifted winter oufits, thrifted holiday outfits"
holiday party outfit ideas,20191205,Howto & Style,1239852,99890,473,13221,226,37.69597468,54.98998547,8.711782553,2.317180557,24.84246042,22.59320565,51.52188747,153.8562067,"holiday outfit ideas, holiday outfits, what to wear on new years eve, new years outfit ideas, nye outfits, nye outfit ideas, christmas party outfits, going out outfits, going out lookbook, winter outfit ideas, winter outfits, fall outfits, ootw, outfit ideas, how to put together an outfit, holiday lookbook, winter lookbook, fall outfit ideas, winter ootw, night out lookbook, clubbing outfits, what to wear to a party, college party outfits"
holy guacamole! a thrift haul!-1LIs8qcpDb0,20190131,Howto & Style,1249229,62991,291,22946,308,54.99453375,103.7845975,9.795115126,1.597324419,4.678358059,5.989256138,51.70178397,229.6689381,"thrift haul, try on thrift haul, thrifting, try on thrift haul 2019, thrift haul 2019, goodwill haul, thrift store haul, goodwill haul 2019, online thrift haul, depop, thredup, sustainable haul, sustainable clothing, try on thrift haul winter 2019, winter haul, affordable clothing haul, thrift haul best dressed, thrift haul vintage, thrift haul goodwill, spring clothing haul, spring haul 2019, affordable haul, come thrifting with me, come thrifting with me 2019"
how i (fiNalLY) cleared my skin-UirKn4LBo_E,20181004,Howto & Style,953055,41441,296,11680,110,47.67507555,47.79990072,2.095837521,0.523748165,25.78452676,41.75920098,55.22308761,181.6387939,"how i cleared my skin, how i cleared my acne, my acne story, acne, skincare routine, skin care routine, skincare, acne skincare, skincare routine for acne, simple skincare, how to clear skin, makeup, makeup for acne, makeup for acne prone skin, makeup for acne scars, fading acne scars, acne scars, cheek acne, hyperpigmentation, how i cleared my skin naturally, how i cleared my skin fast, acne medication, dark spots"
how i do my hair-l_l8F0J1Etg,20181223,Howto & Style,751977,42607,155,12523,158,19.07826675,48.88808943,0.449511365,0.164020589,2.173237506,2.758753806,38.11672799,249.3188866,"my go to hairstyles, easy hairstyles, easy updos, easy waves, loose waves, beachy waves, how to curl your hair, everyday curls, everyday waves, easy curls, how i curl my hair, best dressed hair, hairstyles for school, hairstyles for long hair, hairstyles for medium hair, how to curl your hair overnight, how to curl your hair with a curling iron, heatless waves, heatless curls, boxer braids, heatless waves overnight, easy heatless waves, heatless waves braids"
how i edit my instagram photos + plan my feed-7xDrHUvI9j0,20190425,Howto & Style,1263066,91625,306,21364,139,46.4889144,139.3082449,3.039519767,2.024508265,4.492140779,4.77263216,49.60371059,168.8512836,"how i edit my instagram photos, lightroom tutorial, lightroom mobile tutorial, lightroom tutorial without presets, lightroom tutorial no preset, how to make lightroom presets, how to edit instagram photos, how to edit for instagram, how to edit iphone photos, how to edit photos on phone, lightroom cc, lightroom tutortial for beginners, photo editing lightroom, photo editing, color curves, aesthetic feed, how to plan instagram feed, instagram aesthetic"
how i learned to love being single (+ why you should too)-QpSAttvoGYk,20200220,Howto & Style,1324441,104623,1262,32445,157,36.90327903,54.25940318,2.244610489,0.201656896,18.08851787,13.997113,68.18154242,202.7967833,"be happy single, happily single, happy single, valentines day, vday, bestdressed boyfriend, girl talk, girl talk relationships, girl talk single, boyfriend tag, alone on valentines day, relationship advice, 20s, dating, dating advice, living alone, living alone diaries, have fun by yourself, taking myself on a date, having fun by myself, self care, why i’m single, why i love being single"
HOW I MAKE THAT BREAD (literally and figuratively)-N5YqaJ37hxs,20190526,Howto & Style,1308187,113274,366,28007,268,45.90158571,91.88861342,74.15612485,52.31076592,35.0273157,79.38588857,40.20654119,106.4351482,"how to start a business, how to budget, cost of living in LA, budget breakdown, money diaries, how much do youtubers make, how much do youtubers get paid, how to make money, how to make money as a youtuber, how to make money online, how to make money as a teenager, how to make money on instagram, how to make money from home, how much do influencers make, reselling clothes, how to sell clothes, side hustle, side hustle ideas, freelance video editor, freelance photographer"
"how i sell clothes online photos, listings, shipping + more-Q6WPYAm13sU",20191017,Howto & Style,1106078,65945,285,15678,257,76.5396965,107.7905476,5.208410014,1.470500019,22.71737901,13.42853019,75.78339855,168.2710663,"how to sell clothes, how i sell my clothes, how to sell on depop, how to sell on poshmark, how to sell clothes on depop, depop tips, selling clothes online, thrifting and reselling, starting a business, closet cleanout, selling my clothes, poshmark tips, selling on ebay, etsy business, starting a clothing business, reselling, reselling thrift clothes, online boutique, listing clothing, shipping, depop shipping, depop business"
HOW I SHOOT LOOKBOOKS BY MYSELF _ behind the scenes vlog-GgPl573GgM8,20180412,Howto & Style,266219,11611,40,15543,634,56.13466204,89.8617098,4.289678192,0.632040691,14.21933414,7.198211116,81.70086451,218.6531318,"how to shoot lookbook, how to shoot lookbook video, day in my life, day in my life vlog, day in my life as a youtuber, youtuber day in my life, behind the scenes lookbook, behind the scenes vlog, modeling vlog, how i take instagram photos, how to make youtube videos, starting a fashion channel, daily vlog, ucla vlog, how to shoot fashion video, how to film videos yourself, how to film videos alone, my camera setup, youtube camera setup, how to film youtube video"
HOW I STYLE VINTAGE _ GIRLFRIEND JEANS-auMh90hTWz8,20170907,Howto & Style,218722,4996,60,7077,83,37.67321618,16.98645708,0.09269758,0.033431062,1.987720328,0.894453005,46.14442979,348.2330152,"how to style vintage jeans, how i style vintage jeans, how to style boyfriend jeans, how to style girlfriend jeans, how to style jeans, how to style jeans for women, jeans lookbook, jeans lookbook 2017, boyfriend jeans lookbook, vintage jeans lookbook, how to style mom jeans, mom jeans lookbook, how to style distressed jeans, how to style high waisted jeans, how to style vintage jeans 2017, vintage jeans outfit ideas, denim lookbook 2017, boyfriend jeans outfit"
how i take instagram pics by myself -6AnOc6CdjSA,20180816,Howto & Style,2173127,119850,733,15868,607,72.51690544,104.4880523,1.470530945,0.501121801,63.06342972,32.66620418,76.86074232,156.6293464,"how i take instagram pictures, how i take instagram photos, how i take instagram selfies, how i take instagram photos at home, how to take instagram pictures, how to take instagram pictures by yourself, how to take instagram selfies, how to take instagram pictures at home, how to take your own pictures, how to take your own instagram photos, how to take your own photos, how to take your own travel photos, how to take better instagram pictures, photoshoot vlog"
how to be an ~aesthetic instagram teen~ ft. Avrey Ovard-7qnaz6EESpY,20190328,Howto & Style,1656147,111041,501,17368,410,34.48000173,63.68554176,46.30751311,14.60991571,54.89028298,36.47805164,77.12905338,155.4592701,"how to be an aesthetic instagram teen, turning myself into an aesthetic teen, how to pose for instagram, how to pose for photos, how to take instagram photos, how to take a selfie, avrey ovard, how to get an aesthetic feed, how i edit my instagram photos, instagram photoshoot, easy instagram poses, top 10 instagram poses, grwm, instagram tips, how to look good in photos, insatgram makeup, how to look better in photos, instagram aesthetic, how i take my instagram photos"
HOW TO BUILD A CLOTHING RACK ft. my ex-bosses-X5B7aGw0-NQ,20190509,Howto & Style,948219,62567,205,14748,416,41.45965575,76.5605614,5.354768933,2.748333677,43.83568085,37.92033601,86.23805614,177.5732512,"how to build a clothing rack, apartment makeover, bedroom makeover, small closet, closet organization, diy clothing rack, diy pipe clothing rack, pipe clothing rack, double decker clothing rack, big clothing rack, best dressed room makeover, room makeover, the sorry girls, closet makeover, clothing rack ideas, diy clothing rack wood, diy clothing rack with shelf, diy clothing rack easy, diy clothing rack copper pipe, industrial clothing rack, closet transformation"
How to Cut a Lob {Long Bob} Yourself-gUN7Wmz4yP4,20151015,Howto & Style,246031,4174,137,10987,156,35.07391153,70.47578183,17.55221954,5.288563602,26.82794248,7.93619814,67.79297937,248.5832715,"bob, lob, how to cut a lob, how to cut a bob, how to cut you hair short, how to cut your own hair, diy lob, diy bob, Do It Yourself (Hobby), angled bob, how to cut an angled lob, angled lob, how to cut your hair, how to cut your hair yourself, how to cut a lob yourself, how to cut your own lob, diy haircut, How-to (Website Category)"
How to Dress Well on a Budget!-AzhckfWiqfw,20170518,Howto & Style,116425,4434,27,14436,88,61.82296802,171.4053723,0.634094988,0.234673576,2.528911845,3.806641451,91.05499222,126.4218593,"how to look cute on a budget, how to look good on a budget, how to look expensive, how to look expensive on a budget, how to look expensive with cheap clothes, how to look expensive for less, how to look expnesive and slay on a budget, how to dress well on a budget, how to dress well on a budget women, how to dress well on a tight budget, how to dress well in college, how to dress well as a student, how to be fashionable on a budget, how to dress cute on a budget"
how to edit youtube videos LiKE A pRo-u5QMR0IwaNY,20180705,Howto & Style,2117052,120806,1980,20068,320,109.5385142,115.4176949,5.876599925,1.014871795,3.725611698,1.898023828,108.1885131,225.7173906,"how to edit youtube videos, how to edit videos for youtube, how to edit like emma chamberlain, how to edit on final cut pro x, how to edit youtube videos 2018, how to edit videos for youtube 2018, how i edit my videos, how i edit my youtube videos, how to edit videos, how to edit fashion videos, how to edit vlogs, how to edit vlogs on final cut pro, how to find music for youtube videos, how to find copyright free music, how to find background music"
how to find your style + the confidence to wear it-kUE2fPLOUxo,20190711,Howto & Style,2153380,158941,715,20761,215,40.48406385,111.4938138,2.551889235,0.602758933,5.341424307,10.66502462,35.67186042,174.0397746,"how to find your style, how to find your aesthetic, how to build your wardrobe, outfit ideas, how to be more confident, how to be confident, how to dress aesthetic, how to dress baddie, how to improve your style, how to make your basic clothes look cute, fashion 101, outfit 101, confidence tips, how to wear what you want, how to wear whatever you want with confidence, how to dress well, find my style, fashion inspo, outfit inspo, style inspo, shopping tips"
How to Get a Job at American Eagle--VYeHFvj4LY,20151022,Howto & Style,66547,1552,13,16192,16,24.64966822,91.57057983,6.65302096,70.10199214,9.326170339,92.81504483,6.213249538,76.05959139,"American Eagle Outfitters (Business Operation), Job (Quotation Subject), Retail (Industry), sales associate, aeo sales associate, how to get a job at american eagle, how to work at american eagle, working at ae, how to get a job in retail, working at american eagle, how to get hired at american eagle, how to become an american eagel sales associate, how to get a job at ae, american eagle interview, american eagle job application"
how to look cute when ur an emotional wreck -eKUZ3KQCfJc,20181206,Howto & Style,1020816,67871,233,7209,71,17.15015915,28.90811246,16.50409783,34.47347046,20.59027076,55.07723963,44.52013953,251.5630378,"makeup tutorial, makeup tutorial for beginners, makeup fail, makeup tutorial for hooded eyes, makeup tutorial for asian eyes, grwm, chatty grwm, winter makeup, easy makeup, simple makeup, 5 min makeup, 5 minute makeup, everyday makeup, how i go from a 3 to a 7, glo up, makeup for beginners, quick makeup, my everyday makeup, best dressed makeup, makeup for school, grwm 2018, drugstore makeup, no makeup makeup, how to trick people into thinking you're good looking"
how to look cute when you're out of f_cks-28sHpCt5-jE,20190926,Howto & Style,1792515,137869,495,16227,175,56.64466451,92.86752866,1.769164309,1.367684478,34.96785159,36.97167605,70.99747755,104.2982416,"lazy day outfits, one minute makeup, two minute makeup, how to put together an outfit 101, how to make your basic clothes look cute, how to look cute with no effort, how to look hot with no effort, simple outfit ideas, casual outfit ideas, outfit ideas for school, outfits for school, comfy outfits, comfy outfits for school, heatless hairstyles, messy bun, easy hairstyles, hairstyles for school, outfit ideas, lazy day outfit ideas, lazy day outfits with leggings"
how to put together an outfit 101 - winter edition-bSMh0z2eA54,20181115,Howto & Style,1981914,95538,770,21197,275,31.49632049,86.46007941,2.27423801,1.817144968,6.979819053,10.94298426,52.09296788,232.6403626,"outfit 101, outfit basics, styling basics, styling tips, fall outfit ideas, winter outfit ideas, winter outfit idea 2018, how to dress for cold weather, how to dress warm and cute, outfit ideas, how to style, outfit ideas for winter, easy outfits, fashion, outfit ideas for school, cute outfit ideas, how to make outfits, how to put together an outfit 101, how to put together an outfit, styling tips every girl should know, cold weather outfits, cozy outfits, how to layer"
how to put together an outfit 101-bWCCIp5pHXk,20181101,Howto & Style,3843336,188126,1792,17839,209,27.89717335,87.00882669,4.683816967,5.018259855,15.15026921,15.43471901,31.32200351,223.2928723,"outfit 101, outfit basics, styling basics, styling tips, fall outfit ideas, fall outfit ideas 2018, winter outfit ideas, winter outfit ideas 2018, simple outfits, outfit ideas, how to style, styling tips for women, styling tips every girl should know, outfit ideas for fall, ootw, easy outfits, bestdressed, ootd, college outfits, fashion, outfit ideas for school, cute outfit ideas, how to make outfits, how to make outfits cute, how to put together an outfit 101"
How to Style a Lob with NO HEAT _ Heatless Waves for Short Hair-Lcn_SVtDpG4,20160212,Howto & Style,43816,1003,13,11708,55,29.72413761,59.23674131,0.611178433,0.232249746,40.06889647,154.0719742,39.0273098,103.4928941,"how to style short hair, how to style short hair no heat, how to style short hair heatless, heatless waves, how to style medium hair, how to style a lob, beachy waves hair tutorial, heatless curls overnight, heatless hairstyles, heatless curls for short hair, heatless waves for short hair, how to style a bob, how to style a lob heatless, how to style a lob no heat, how to style a lob without heat, how to style a lob (no heat & curls)"
How to Style a T-shirt Dress 5 Ways (Original Version)-QACewNNpce4,20150928,Howto & Style,93322,3174,21,3425,37,76.92030208,44.77106632,4.081286996,1.875428391,13.00232987,11.82136093,86.90267139,239.8894375,"T-shirt (Garment), Shirt (Garment), Clothing (Industry), Fashion (Industry), Dress (Industry), t-shirt dress, tshirt dress, outifts, school outfits, how to style, how to style a tshirt dress, Blazer (Garment), brandy melville, flats, Style, Skirt (Industry), model, modelcitizen, model citizen, lookbook, tshirt dress loobook, fall, spring"
How to Style a T-shirt Dress 5 Ways-EJ_o3gGMmgY,20150929,Howto & Style,24000,675,10,3424,32,88.05007289,39.72670154,0.723700429,0.541929714,11.32810256,11.91962031,93.43540796,255.9299242,"T-shirt (Garment), Shirt (Garment), Clothing (Industry), Fashion (Industry), Dress (Industry), t-shirt dress, tshirt dress, tshirt, t shirt, t shirt dress, outifts, outfit, school outfits, school outfit, how to style, how to style a t-shirt dress, how to style a tshirt dress, Blazer (Garment), how to style a t shirt dress, flats, style, skirt, model, modelcitizen, model citizen, lookbook, t shirt dress lookbook, t-shirt dress lookbook"
how to style thrifted clothes-3LN3__G2yGo,20190801,Howto & Style,1696331,123842,558,20794,152,21.08812053,58.91278185,0.530990009,0.22317318,8.11955523,21.77872751,25.26633277,246.7322165,"thrifted outfits, outfit ideas, back to school outfit ideas, outfit 101, how to put together an outfit 101, how to style thrifted clothes, thrift store haul, thrift haul, thrift store outfit, styling 101, styling tips, thrifting tips, how to thrift like a pro, how to thrift like a teen, outfits of the week, casual outfits, sustainable haul, thrift haul try on, outfit ideas 2019, bougie on a budget, look for less, fashion 101, come thrifting with me"
HOW TO THRIFT LIKE A PRO (_actually useful_ thrifting tips)-iXR4AWCH_Sk,20200116,Howto & Style,1722432,120364,604,29970,540,51.70339502,70.44508973,20.78571072,4.240100536,69.20262045,31.30218008,75.69287048,183.7606896,"how to thrift like a pro, how to thrift, thrifting tips, flea market, goodwill, salvation army, depop, thredup, how to shop on thredup, how to thrift like a teen, thrifting and reselling, thrift haul, try on thrift haul, thrift haul 2020, thrifting secrets, thrifting secrets no one will tell you, estate sale, come thrifting with me, guide to thrifting, come thrifting with me 2020, thrift vlog, vintage, where to find thrift stores, where to thrift, online thrifting"
HUGE TRY ON THRIFT HAUL 2017 (designer finds + DIY's)-qMk5z3clFhY,20170901,Howto & Style,461324,15721,171,28810,248,33.31448465,45.38086927,14.00525353,1.542196298,2.952686169,1.031571846,48.18054806,289.8921905,"cheap thrift haul, thrift store haul, thrift store finds, thrift store shopping, thrift haul 2017, thrift haul try on, thrift haul goodwill, thrift haul try on 2017, thrift haul tommy hilfiger, thrift haul salvation army, thrift haul vinatge, thrifting haul, thrifting try on haul, thrifting haul 2017, thrifting haul and try on, thrifted transformation, thrift diy, thrift stroe haul designer, thrift haul for resale, thrift haul for poshmark, thrift haul fall 2017"
I TRIED A CAPSULE WARDROBE FOR 30 DAYS-8dzGsnYKOS4,20191121,Howto & Style,2290616,128741,801,31087,459,75.00963957,107.5685001,1.748214964,0.320326899,12.98122566,4.102941081,88.34196269,168.1613581,"capsule wardrobe, capsule closet, i tried a capsule wardrobe, fall capsule wardrobe, what's on my rack, minimalism, minimalist closet, minimalist wardrobe, 30 outfits, fall outfit ideas, outfit ideas for fall, casual fall outfits, winter outfits, winter outfit ideas, winter capsule wardrobe, i tried a capsule wardrobe for a month, most worn clothing, closet essentials, fall essentials, outfit mashup, small wardrobe, closet basics"
i went to a REFORMATION SAMPLE SALE (vlog + haul)-allPoEqNB4Q,20181018,Howto & Style,647579,27034,125,11210,307,43.19724179,75.49905642,32.65642596,14.27228377,46.33811348,24.10663761,47.50132217,166.802752,"reformation sample sale, come shopping with me, susatinable haul, sustainable clothes, reformation, reformation haul, sample sale, sample sale vlog, sample sale la, los angeles, sample sale experience, sample sale haul, sample sale video, sample sale la dress, come shopping with me 2018, try on haul, clothing haul, try on haul 2018, reformation dress, come shopping with me vlog, shopping vlog and haul, sale haul, fall haul, la vlog"
INSTAGRAM_CELEB INSPIRED OUTFITS-JAbufUOMv-M,20171216,Howto & Style,161551,7008,34,8683,128,36.32577359,44.18831673,20.53403579,5.622380566,3.76274914,1.317010431,65.83728222,297.3128282,"instagram outfit ideas, tumblr outfit ideas, instagram outfit ideas 2017, instagram lookbook, instagram lookbook 2017, extra af lookbook, tumblr outfits, tumblr inspired outfits, tumblr lookbook, tumblr inspired outfits 2017, tumblr inspired winter outfits, instagram inspired outfits, instagram fashion trends, holiday party outfits, holiday outfits, holiday outfit ideas, holiday outfit ideas 2017, celeb street style, celeb style steal, kendall jenner style steal"
JEANS + A TSHIRT _ 3 everyday outfit ideas-JCo-WeiEG30,20180407,Howto & Style,131657,6181,21,5679,110,62.46876275,71.289025,10.37083752,3.999614944,2.528976185,1.572354753,85.30614252,237.9544738,"jeans and a tshirt, jeans and tshirt, jeans and heels, jeans and boots, jeans and heels outfit, jeans and tshirt outfits, jeans and tops for girls, jeans and a nice top, jeans and high heels, everyday outfits, everyday outfit ideas, outfit ideas for school, outfit ideas 2018, casual outfit ideas, easy outfit ideas, simple outfit ideas, no effort outfits, outfit ideas for school 2018, jeans lookbook, spring lookbook 2018, simple outfits with jeans, outfits with jeans"
LAST MINUTE _not lame_ HALLOWEEN COSTUMES-Irgv10cUjak,20171026,Howto & Style,618437,19883,240,12008,140,33.56809451,58.64809713,3.690805788,0.997068751,6.49603988,3.890194028,43.52114268,276.6504523,"last minute halloween costumes, last minute halloween costumes for girls, last minute halloween costumes 2017, last minute halloween costumes for teenage girls, halloween costumes diy, halloween costumes idea, halloween costumes for girls, college halloween costumes, college halloween costume ideas, diy halloween costumes, diy halloween costume ideas, cheap halloween costumes, easy halloween costumes, halloween costume ideas for teenage girls, halloween costume ideas 2017"
LAST MINUTE _not lame_ HALLOWEEN COSTUMES-tFE5VV66F6g,20181025,Howto & Style,943891,37327,840,16515,196,34.13835852,64.77287267,24.52715215,17.64099786,42.9519375,31.53320784,44.22287645,190.4881879,"halloween costumes, halloween costume ideas, cute halloween costumes, last minute halloween costumes, last minute halloween costume ideas, last minute halloween customes 2018, halloween costumes 2018, halloween costumes college, halloween costumes diy, halloween costumes for girls, ariana grande costume, bojack horseman costume, kim possible costume, emma chamberlain costume, turning myself into emma chamberlain, emma chamberlain for a day, margot tenenbaum costume"
LAZY DAY OUTFIT IDEAS-UNFDAiHmyFQ,20180222,Howto & Style,347985,16230,68,6294,174,77.78691383,94.79560285,2.111100041,0.617716851,13.76421309,6.252052269,103.0025926,198.556265,"lazy day outfits ideas, lazy day outfits, lazy day outfits for school, lazy day lookbook, lazy day outftis 2018, simple outfits, simple outfits for school, comfy outftis, comfy outfits for school, comfy outfits for school 2018, comfy outfit ideas, comfy outfti lookbook, how to look cute with no effort, no effort outfits, easy outfits, easy outfits for school, bestdressed, outfit ideas for school, outfits of the week college, outfits of the week, casual outfit ideas"
learning how to dance (w_ haley pham)-7B33Tb-2vlc,20190405,Howto & Style,962287,71398,330,12615,214,26.43092635,86.14872134,0.82048145,0.193233927,5.063501621,5.185283389,35.16538293,236.8579886,"trying to learn to dance, learning to dance, learning to dance in 24 hours, learning to dance in a week, training like a k pop star, training like a professional dancer, training like a ballerina, dance, how to dance, haley pham, haley pham dance, emma chamberlain teaches us how to cheerlead, learn how to dance, becoming a dancer in 24 hours, trying to dance, choreography, dancing, haley pham teaches me to dance, dance basics"
let's catch up  -) a chill + chatty sunday vlog-J7pLfxgfic4,20200202,Howto & Style,1222134,89714,494,23868,541,73.49805943,113.3261636,6.157805836,1.209781484,23.85051864,18.11398091,78.49519828,150.8731479,"productive sunday, day in my life, day in the life, bestdressed vlog, day in my life vlog, day in the life of a youtuber, day in the life of a full time youtuber, working from home, typical day in my life, week in my life, sunday vlog, self care sunday, living alone diaries, LA vlog, vlogmas, living alone in LA, home vlog, what i do in a day, work day in my life, how to make thumbnails, insecurities, body image, bullet journal, productive vlog, productive day"
"life update _ youtube struggles, summer plans, a webseries-cMfn1XlLcJc",20180323,Howto & Style,42059,2442,11,7464,41,33.37184337,120.6281498,0.444548881,0.098712257,1.868408893,4.179106251,72.31399096,117.8347385,"bestdressed, life update, ucla, ucla film school, youtube full time, youtube full time job, starting a webseries, web series, webseries, the truth about youtube, working as a youtuber, life of a youtuber, youtube struggles, how to become a youtuber, college, ucla vlog, college vlog, chatty grwm, vlog, car vlog, chatty update, what i've been up to, best dressed, college stress, feeling overwhelmed, spring break vlog, summer break, summer internship"
"London Try-On Summer Haul _ Topshop, Boots, Charity Shops-mVMIrQrXgmc",20160708,Howto & Style,17362,497,5,10339,66,53.63919635,110.478048,44.17908145,55.1736148,19.42241009,33.22085376,56.02102096,77.19951218,"london haul 2016, london haul beauty, bestdressed, haul try on, haul 2016 try on, haul summer 2016, haul makeup, makeup haul 2016, makeup haul drugstore, topshop haul 2016, topshop try on haul, topshop try on haul 2016, pull and bear haul, boots haul 2016, haul clothing, try on clothing haul, try on clothing haul summer 2016, try on haul summer 2016, london try on haul, summer try on haul, summer try on haul 2016, charity shop haul, charity shop london, thrift store haul"
"losing my v card, masturbation, and other sexual adventures-qE_oqgKk4Lo",20190110,Education,3076225,177083,1559,27467,145,19.31161951,57.25870698,0.130490599,0.009773867,81.25920625,31.50475736,61.35275528,255.5941631,"losing your virginity, sex for the first time, losing my virginity, my first time, my first time story, storytime, losing your v card, how to lose your virginity, sex q & a, losing your v card tips, losing my v card storytime, does sex hurt the first time, does it hurt the first time, casual sex, college hookup culture, girl's guide to tinder, tinder, bumble, dating apps, period sex, masturbation, female masturbation, kinky sex, bdsm, girl talk, girl talk sex, hookups"
Mildly Traumatic Adventures in London-IH4HAClPXrI,20160901,Howto & Style,22759,992,7,19532,771,73.78019101,120.1788909,9.251680496,2.14769769,23.54585357,12.79806182,81.72430732,145.5030429,"travel vlog, summer vacation, summer vacation vlog, summer vacation 2016, travel vlog 2016, travel vlog day 1, travel vlog summer 2016, london vlog, london travel vlog, london vlog 2016, london vlog summer 2016, travel diary, london travel diary, london trip 2016, travel diary 2016, travel diary summer 2016, england vlog, london travel, london travel 2016, europe vlog, europe trip, travel in london, london trip, summer trip, bestdressed, europe vlog 2016"
MY 2017 IN A NUTSHELL -AON6JJr-Knc,20180104,Film & Animation,57267,3770,6,7585,106,79.18995784,50.33166001,1.659544952,0.519882969,6.78236393,6.311532665,81.38544297,288.8386248,"bestdressed, my 2017 in a nutshell, my 2017 in 5 minutes, 2017 in review, the year in review, 2017 vlog, storytime 2017, a look back at 2017, a look back at my year, vlog 2017, 2017 in one video, 2017 in memoriam, 2017 in one minute, vlog college student, college vlog, glo up, glo up videos, adulting, adulting 101, ucla vlog, a day in my life, day in my life 2017, day in my life as a college student, short film, ucla vlogger, college student vlog, ucla film school"
MY BEST THRIFT HAUL YET + how i resell clothes-Ciu_rUZ8uIQ,20180119,Howto & Style,472330,15896,104,26714,343,43.16471058,82.53183357,9.80929834,1.774600753,3.651551878,2.826321666,51.22311548,257.5918366,"cheap thrift haul, thrift store haul, thrift store finds, thrift store shopping, thrift haul 2018, thrift haul try on, thrift haul goodwill, thrift haul try on 2018, thrift haul vintage, thrifting try on haul, thrifting haul 2017, thrifting haul and try on, thrifted transformation, thrift diy, thrift haul for resale, thirft haul for poshmark, thrift haul winter 2018, winter thrift haul, how to resell clothes, how to sell clothes on poshmark, huge thrift haul"
MY COLLEGE EXPERIENCE (ucla film school)-mFC9NXtm9wM,20190430,Howto & Style,1559098,129537,443,18748,391,65.7441733,117.2146576,14.30105557,4.089336711,23.96665656,12.49797896,73.75201184,177.1617092,"ucla film school, film school, day in the life of a college student, ucla vlog, my college experience, college experience, dropping out of school, dropping out of college, is film school worth it, graduating college in 3 years, graduating college early, graduating in 3 years, college vlog, college experience freshman year, college experience out of state, my american college experience, my college experience was trash, usc film school, college expectations vs reality"
my everyday makeup routine (aka the daily glo up)-UW3qsjGtcto,20180209,Howto & Style,466902,21182,81,11331,167,22.94892028,57.30421058,4.597802376,0.477702752,12.50060918,5.31703356,48.66351198,247.1685537,"everyday makeup tutorial, everyday makeup tutorial 2018, glo up routine, glow up routine, makeup tutorial eyeshadow, eyeshadow for small eyelids, naked heat tututorial, makeup for acne scars, makeup for acne, makeup for hooded eyelids, makeup for acne scarred skin, makeup for coverage, instagram makeup, everyday makeup routine, everyday makeup look, smokey eye, smokey eye tutorial for small eyelids, go to makeup look, go to makeup tutorial"
